---- Page: "Statistics [Analog]"
---- Chart: Electr_9_5_3.ewb
Parameter	Value
1.156461283115e-001	5.000000000000e+000
1.156485987132e-001	5.000000000000e+000
1.156535395167e-001	5.000000000000e+000
1.156634211237e-001	5.000000000000e+000
1.156831843377e-001	5.000000000000e+000
1.157227107657e-001	5.000000000000e+000
1.158017636217e-001	5.000000000000e+000
1.159598693337e-001	5.000000000000e+000
1.162760807576e-001	5.000000000000e+000
1.169085036055e-001	5.000000000000e+000
1.180692755102e-001	5.000000000000e+000
1.180717755102e-001	4.750000000000e+000
1.180767755102e-001	4.250000000000e+000
1.180794771091e-001	3.979840108656e+000
1.180821021091e-001	3.717340108652e+000
1.180873521091e-001	3.192340108645e+000
1.180942755102e-001	2.500000000001e+000
1.180946849159e-001	2.459059427377e+000
1.180955037274e-001	2.377178282130e+000
1.180971413503e-001	2.213415991635e+000
1.180992392085e-001	2.003630164174e+000
1.181013184638e-001	1.795704634423e+000
1.181038448374e-001	1.543067278894e+000
1.181062775684e-001	1.299794175922e+000
1.181088681167e-001	1.040739350907e+000
1.181107917889e-001	8.483721249656e-001
1.181125686397e-001	6.706870425250e-001
1.181136348442e-001	5.640666021998e-001
1.181143715142e-001	4.903995956771e-001
1.181150748496e-001	4.200660565802e-001
1.181159387108e-001	3.336799331922e-001
1.181167407607e-001	2.534749498069e-001
1.181176797899e-001	1.595720241036e-001
1.181187734151e-001	5.020950984379e-002
1.181192755102e-001	9.283481101907e-013
1.181192794791e-001	0.000000000000e+000
1.181192874170e-001	0.000000000000e+000
1.181192953359e-001	0.000000000000e+000
1.181193059013e-001	0.000000000000e+000
1.181193176505e-001	0.000000000000e+000
1.181193355978e-001	0.000000000000e+000
1.181193714923e-001	0.000000000000e+000
1.181194050659e-001	0.000000000000e+000
1.181194675600e-001	0.000000000000e+000
1.181195252475e-001	0.000000000000e+000
1.181196316328e-001	0.000000000000e+000
1.181197487891e-001	0.000000000000e+000
1.181199831018e-001	0.000000000000e+000
1.181203613727e-001	0.000000000000e+000
1.181211179146e-001	0.000000000000e+000
1.181226309983e-001	0.000000000000e+000
1.181256571658e-001	0.000000000000e+000
1.181317095009e-001	0.000000000000e+000
1.181438141709e-001	0.000000000000e+000
1.181680235110e-001	0.000000000000e+000
1.182164421912e-001	0.000000000000e+000
1.183132795516e-001	0.000000000000e+000
1.185069542725e-001	0.000000000000e+000
1.188943037141e-001	0.000000000000e+000
1.196690025974e-001	0.000000000000e+000
1.206192755102e-001	0.000000000000e+000
1.206217755102e-001	0.000000000000e+000
1.206267755102e-001	0.000000000000e+000
1.206314898403e-001	0.000000000000e+000
1.206348365330e-001	0.000000000000e+000
1.206379465328e-001	0.000000000000e+000
1.206421843601e-001	0.000000000000e+000
1.206442755102e-001	0.000000000000e+000
1.206444325401e-001	0.000000000000e+000
1.206447466000e-001	0.000000000000e+000
1.206453747198e-001	0.000000000000e+000
1.206466309593e-001	0.000000000000e+000
1.206480818715e-001	0.000000000000e+000
1.206509836958e-001	0.000000000000e+000
1.206567873443e-001	0.000000000000e+000
1.206683946415e-001	0.000000000000e+000
1.206916092358e-001	0.000000000000e+000
1.207380384245e-001	0.000000000000e+000
1.208308968019e-001	0.000000000000e+000
1.210166135566e-001	0.000000000000e+000
1.213880470660e-001	0.000000000000e+000
1.221309140848e-001	0.000000000000e+000
1.230942755102e-001	0.000000000000e+000
1.230967755102e-001	0.000000000000e+000
1.231017755102e-001	0.000000000000e+000
1.231047561308e-001	0.000000000000e+000
1.231077700802e-001	0.000000000000e+000
1.231102742906e-001	0.000000000000e+000
1.231117230570e-001	0.000000000000e+000
1.231126106076e-001	0.000000000000e+000
1.231134628750e-001	0.000000000000e+000
1.231137239568e-001	0.000000000000e+000
1.231138301722e-001	0.000000000000e+000
1.231139100236e-001	0.000000000000e+000
1.231139708684e-001	0.000000000000e+000
1.231140341533e-001	0.000000000000e+000
1.231140957091e-001	0.000000000000e+000
1.231141973116e-001	0.000000000000e+000
1.231143201545e-001	0.000000000000e+000
1.231145033678e-001	0.000000000000e+000
1.231148092922e-001	0.000000000000e+000
1.231153410948e-001	0.000000000000e+000
1.231164047000e-001	0.000000000000e+000
1.231185319105e-001	0.000000000000e+000
1.231192755102e-001	0.000000000000e+000
1.231192844910e-001	8.980819948823e-004
1.231193024526e-001	2.694245981871e-003
1.231193139772e-001	3.846699492271e-003
1.231193313075e-001	5.579735140593e-003
1.231193493881e-001	7.387788211743e-003
1.231193723625e-001	9.685234719781e-003
1.231194053953e-001	1.298851138587e-002
1.231194494913e-001	1.739810964185e-002
1.231195162653e-001	2.407551239758e-002
1.231196160998e-001	3.405895763198e-002
1.231197648114e-001	4.893012373330e-002
1.231199934848e-001	7.179745981911e-002
1.231203842848e-001	1.108774665637e-001
1.231211274588e-001	1.851948594672e-001
1.231226138066e-001	3.338296452743e-001
1.231255865023e-001	6.310992168912e-001
1.231299808060e-001	1.070529581793e+000
1.231348061612e-001	1.553065100496e+000
1.231391530918e-001	1.987758161445e+000
1.231428626472e-001	2.358713703465e+000
1.231466768463e-001	2.740133609658e+000
1.231515950083e-001	3.231949810181e+000
1.231571402417e-001	3.786473153816e+000
1.231648667384e-001	4.559122820949e+000
1.231692755102e-001	4.999999999999e+000
1.231696371117e-001	5.000000000000e+000
1.231703603148e-001	5.000000000000e+000
1.231718067209e-001	5.000000000000e+000
1.231746995332e-001	5.000000000000e+000
1.231804851577e-001	5.000000000000e+000
1.231920564068e-001	5.000000000000e+000
1.232151989049e-001	5.000000000000e+000
1.232614839011e-001	5.000000000000e+000
1.233540538936e-001	5.000000000000e+000
1.235391938786e-001	5.000000000000e+000
1.239094738485e-001	5.000000000000e+000
1.246500337883e-001	5.000000000000e+000
1.256192755102e-001	5.000000000000e+000
1.256217755102e-001	5.000000000000e+000
1.256267755102e-001	5.000000000000e+000
1.256367755102e-001	5.000000000000e+000
1.256442755102e-001	5.000000000000e+000
1.256448931106e-001	5.000000000000e+000
1.256461283115e-001	5.000000000000e+000
1.256485987132e-001	5.000000000000e+000
1.256535395167e-001	5.000000000000e+000
1.256634211237e-001	5.000000000000e+000
1.256831843377e-001	5.000000000000e+000
1.257227107657e-001	5.000000000000e+000
1.258017636217e-001	5.000000000000e+000
1.259598693337e-001	5.000000000000e+000
1.262760807576e-001	5.000000000000e+000
1.269085036054e-001	5.000000000000e+000
1.272585036054e-001	5.000000000000e+000
1.272610036054e-001	4.750000000003e+000
1.272660036054e-001	4.250000000002e+000
1.272687052043e-001	3.979840108658e+000
1.272713302043e-001	3.717340108655e+000
1.272765802043e-001	3.192340108648e+000
1.272835036054e-001	2.499999999999e+000
1.272839130112e-001	2.459059427376e+000
1.272847318226e-001	2.377178282128e+000
1.272863694455e-001	2.213415991630e+000
1.272884673038e-001	2.003630164193e+000
1.272905465591e-001	1.795704634449e+000
1.272930729326e-001	1.543067278919e+000
1.272955056637e-001	1.299794175937e+000
1.272980962119e-001	1.040739350935e+000
1.273000198842e-001	8.483721249809e-001
1.273017967350e-001	6.706870425250e-001
1.273028629394e-001	5.640666021845e-001
1.273035996095e-001	4.903995956480e-001
1.273043029449e-001	4.200660565385e-001
1.273051668061e-001	3.336799331256e-001
1.273059688559e-001	2.534749497180e-001
1.273069078852e-001	1.595720239829e-001
1.273080015103e-001	5.020950968003e-002
1.273085036054e-001	0.000000000000e+000
1.273085075744e-001	0.000000000000e+000
1.273085155123e-001	0.000000000000e+000
1.273085234312e-001	0.000000000000e+000
1.273085339966e-001	0.000000000000e+000
1.273085457457e-001	0.000000000000e+000
1.273085636930e-001	0.000000000000e+000
1.273085995875e-001	0.000000000000e+000
1.273086331612e-001	0.000000000000e+000
1.273086956553e-001	0.000000000000e+000
1.273087533428e-001	0.000000000000e+000
1.273088597281e-001	0.000000000000e+000
1.273089768844e-001	0.000000000000e+000
1.273092111970e-001	0.000000000000e+000
1.273095894680e-001	0.000000000000e+000
1.273103460099e-001	0.000000000000e+000
1.273118590937e-001	0.000000000000e+000
1.273148852613e-001	0.000000000000e+000
1.273209375965e-001	0.000000000000e+000
1.273330422669e-001	0.000000000000e+000
1.273572516077e-001	0.000000000000e+000
1.274056702894e-001	0.000000000000e+000
1.275025076527e-001	0.000000000000e+000
1.276961823794e-001	0.000000000000e+000
1.280835318327e-001	0.000000000000e+000
1.288582307393e-001	0.000000000000e+000
1.298085036054e-001	0.000000000000e+000
1.298110036054e-001	0.000000000000e+000
1.298160036054e-001	0.000000000000e+000
1.298207179355e-001	0.000000000000e+000
1.298240646283e-001	0.000000000000e+000
1.298271746281e-001	0.000000000000e+000
1.298314124553e-001	0.000000000000e+000
1.298335036054e-001	0.000000000000e+000
1.298336606354e-001	0.000000000000e+000
1.298339746953e-001	0.000000000000e+000
1.298346028150e-001	0.000000000000e+000
1.298358590546e-001	0.000000000000e+000
1.298373099667e-001	0.000000000000e+000
1.298402117910e-001	0.000000000000e+000
1.298460154396e-001	0.000000000000e+000
1.298576227368e-001	0.000000000000e+000
1.298808373311e-001	0.000000000000e+000
1.299272665198e-001	0.000000000000e+000
1.300201248971e-001	0.000000000000e+000
1.302058416518e-001	0.000000000000e+000
1.305772751613e-001	0.000000000000e+000
1.313201421801e-001	0.000000000000e+000
1.322835036054e-001	0.000000000000e+000
1.322860036054e-001	0.000000000000e+000
1.322910036054e-001	0.000000000000e+000
1.322939842261e-001	0.000000000000e+000
1.322969981755e-001	0.000000000000e+000
1.322995023859e-001	0.000000000000e+000
1.323009511522e-001	0.000000000000e+000
1.323018387029e-001	0.000000000000e+000
1.323026909703e-001	0.000000000000e+000
1.323029520520e-001	0.000000000000e+000
1.323030582675e-001	0.000000000000e+000
1.323031381189e-001	0.000000000000e+000
1.323031989636e-001	0.000000000000e+000
1.323032622486e-001	0.000000000000e+000
1.323033238044e-001	0.000000000000e+000
1.323034254068e-001	0.000000000000e+000
1.323035482498e-001	0.000000000000e+000
1.323037314630e-001	0.000000000000e+000
1.323040373875e-001	0.000000000000e+000
1.323045691901e-001	0.000000000000e+000
1.323056327953e-001	0.000000000000e+000
1.323077600057e-001	0.000000000000e+000
1.323085036054e-001	0.000000000000e+000
1.323085125863e-001	8.980819893312e-004
1.323085305479e-001	2.694245967994e-003
1.323085420724e-001	3.846699472843e-003
1.323085594028e-001	5.579735110062e-003
1.323085774833e-001	7.387788170110e-003
1.323086004578e-001	9.685234672596e-003
1.323086334905e-001	1.298851138587e-002
1.323086775865e-001	1.739810970847e-002
1.323087443606e-001	2.407551244477e-002
1.323088441950e-001	3.405895736552e-002
1.323089929067e-001	4.893012372220e-002
1.323092215800e-001	7.179745961650e-002
1.323096123801e-001	1.108774644931e-001
1.323103555540e-001	1.851948567111e-001
1.323118419018e-001	3.338296411470e-001
1.323148145975e-001	6.310992100189e-001
1.323192089013e-001	1.070529583644e+000
1.323240342565e-001	1.553065109691e+000
1.323283811872e-001	1.987758176791e+000
1.323320907426e-001	2.358713718700e+000
1.323359049417e-001	2.740133630494e+000
1.323408231039e-001	3.231949851179e+000
1.323463683376e-001	3.786473212919e+000
1.323540948354e-001	4.559122997019e+000
1.323585036054e-001	4.999999999999e+000
1.323588652068e-001	5.000000000000e+000
1.323595884097e-001	5.000000000000e+000
1.323610348153e-001	5.000000000000e+000
1.323639276266e-001	5.000000000000e+000
1.323697132492e-001	5.000000000000e+000
1.323812844944e-001	5.000000000000e+000
1.324044269848e-001	5.000000000000e+000
1.324507119656e-001	5.000000000000e+000
1.325432819272e-001	5.000000000000e+000
1.327284218503e-001	5.000000000000e+000
1.330987016966e-001	5.000000000000e+000
1.338392613892e-001	5.000000000000e+000
1.348085036054e-001	5.000000000000e+000
1.348110036054e-001	5.000000000000e+000
1.348160036054e-001	5.000000000000e+000
1.348260036054e-001	5.000000000000e+000
1.348335036054e-001	5.000000000000e+000
1.348341212059e-001	5.000000000000e+000
1.348353564067e-001	5.000000000000e+000
1.348378268085e-001	5.000000000000e+000
1.348427676120e-001	5.000000000000e+000
1.348526492190e-001	5.000000000000e+000
1.348724124330e-001	5.000000000000e+000
1.349119388610e-001	5.000000000000e+000
1.349909917170e-001	5.000000000000e+000
1.351490974289e-001	5.000000000000e+000
1.354653088528e-001	5.000000000000e+000
1.360977317007e-001	5.000000000000e+000
1.372585036054e-001	5.000000000000e+000
1.372610036054e-001	4.750000000003e+000
1.372660036054e-001	4.250000000002e+000
1.372687052043e-001	3.979840108658e+000
1.372713302043e-001	3.717340108655e+000
1.372765802043e-001	3.192340108648e+000
1.372835036054e-001	2.499999999999e+000
1.372839130112e-001	2.459059427376e+000
1.372847318226e-001	2.377178282128e+000
1.372863694455e-001	2.213415991630e+000
1.372884673038e-001	2.003630164185e+000
1.372905465591e-001	1.795704634438e+000
1.372930729326e-001	1.543067278911e+000
1.372955056637e-001	1.299794175935e+000
1.372980962119e-001	1.040739350927e+000
1.373000198842e-001	8.483721249781e-001
1.373017967350e-001	6.706870425278e-001
1.373028629394e-001	5.640666021956e-001
1.373035996095e-001	4.903995956646e-001
1.373043029449e-001	4.200660565607e-001
1.373051668061e-001	3.336799331589e-001
1.373059688559e-001	2.534749497625e-001
1.373069078852e-001	1.595720240439e-001
1.373080015103e-001	5.020950976607e-002
1.373085036054e-001	0.000000000000e+000
1.373085075744e-001	0.000000000000e+000
1.373085155123e-001	0.000000000000e+000
1.373085234312e-001	0.000000000000e+000
1.373085339966e-001	0.000000000000e+000
1.373085457457e-001	0.000000000000e+000
1.373085636930e-001	0.000000000000e+000
1.373085995875e-001	0.000000000000e+000
1.373086331612e-001	0.000000000000e+000
1.373086956553e-001	0.000000000000e+000
1.373087533428e-001	0.000000000000e+000
1.373088597281e-001	0.000000000000e+000
1.373089768844e-001	0.000000000000e+000
1.373092111970e-001	0.000000000000e+000
1.373095894680e-001	0.000000000000e+000
1.373103460099e-001	0.000000000000e+000
1.373118590937e-001	0.000000000000e+000
1.373148852613e-001	0.000000000000e+000
1.373209375964e-001	0.000000000000e+000
1.373330422668e-001	0.000000000000e+000
1.373572516075e-001	0.000000000000e+000
1.374056702890e-001	0.000000000000e+000
1.375025076520e-001	0.000000000000e+000
1.376961823779e-001	0.000000000000e+000
1.380835318297e-001	0.000000000000e+000
1.388582307333e-001	0.000000000000e+000
1.398085036054e-001	0.000000000000e+000
1.398110036054e-001	0.000000000000e+000
1.398160036054e-001	0.000000000000e+000
1.398207179355e-001	0.000000000000e+000
1.398240646283e-001	0.000000000000e+000
1.398271746281e-001	0.000000000000e+000
1.398314124553e-001	0.000000000000e+000
1.398335036054e-001	0.000000000000e+000
1.398336606354e-001	0.000000000000e+000
1.398339746953e-001	0.000000000000e+000
1.398346028150e-001	0.000000000000e+000
1.398358590546e-001	0.000000000000e+000
1.398373099667e-001	0.000000000000e+000
1.398402117910e-001	0.000000000000e+000
1.398460154396e-001	0.000000000000e+000
1.398576227368e-001	0.000000000000e+000
1.398808373311e-001	0.000000000000e+000
1.399272665198e-001	0.000000000000e+000
1.400201248971e-001	0.000000000000e+000
1.402058416518e-001	0.000000000000e+000
1.405772751612e-001	0.000000000000e+000
1.405889137359e-001	0.000000000000e+000
1.415522751612e-001	0.000000000000e+000
1.415547751612e-001	0.000000000000e+000
1.415597751612e-001	0.000000000000e+000
1.415627557819e-001	0.000000000000e+000
1.415657697313e-001	0.000000000000e+000
1.415682739417e-001	0.000000000000e+000
1.415697227080e-001	0.000000000000e+000
1.415706102587e-001	0.000000000000e+000
1.415714625261e-001	0.000000000000e+000
1.415717236078e-001	0.000000000000e+000
1.415718298233e-001	0.000000000000e+000
1.415719096747e-001	0.000000000000e+000
1.415719705194e-001	0.000000000000e+000
1.415720338044e-001	0.000000000000e+000
1.415720953602e-001	0.000000000000e+000
1.415721969627e-001	0.000000000000e+000
1.415723198056e-001	0.000000000000e+000
1.415725030188e-001	0.000000000000e+000
1.415728089433e-001	0.000000000000e+000
1.415733407459e-001	0.000000000000e+000
1.415744043511e-001	0.000000000000e+000
1.415765315615e-001	0.000000000000e+000
1.415772751612e-001	0.000000000000e+000
1.415772841421e-001	8.980819893312e-004
1.415773021037e-001	2.694245967994e-003
1.415773136282e-001	3.846699470067e-003
1.415773309586e-001	5.579735110062e-003
1.415773490391e-001	7.387788172886e-003
1.415773720136e-001	9.685234680923e-003
1.415774050464e-001	1.298851133591e-002
1.415774491423e-001	1.739810951695e-002
1.415775159164e-001	2.407551221162e-002
1.415776157508e-001	3.405895750153e-002
1.415777644625e-001	4.893012358620e-002
1.415779931358e-001	7.179745938890e-002
1.415783839359e-001	1.108774657588e-001
1.415791271098e-001	1.851948580850e-001
1.415806134577e-001	3.338296427374e-001
1.415835861534e-001	6.310992120395e-001
1.415879804571e-001	1.070529582908e+000
1.415928058123e-001	1.553065106527e+000
1.415971527430e-001	1.987758171565e+000
1.416008622984e-001	2.358713713546e+000
1.416046764975e-001	2.740133623763e+000
1.416095946596e-001	3.231949837662e+000
1.416151398932e-001	3.786473193429e+000
1.416228663906e-001	4.559122938888e+000
1.416272751612e-001	4.999999999999e+000
1.416276367627e-001	5.000000000000e+000
1.416283599656e-001	5.000000000000e+000
1.416298063714e-001	5.000000000000e+000
1.416326991830e-001	5.000000000000e+000
1.416384848063e-001	5.000000000000e+000
1.416500560527e-001	5.000000000000e+000
1.416731985457e-001	5.000000000000e+000
1.417194835316e-001	5.000000000000e+000
1.418120535034e-001	5.000000000000e+000
1.419971934469e-001	5.000000000000e+000
1.423674733341e-001	5.000000000000e+000
1.431080331083e-001	5.000000000000e+000
1.440772751612e-001	5.000000000000e+000
1.440797751612e-001	5.000000000000e+000
1.440847751612e-001	5.000000000000e+000
1.440947751612e-001	5.000000000000e+000
1.441022751612e-001	5.000000000000e+000
1.441028927617e-001	5.000000000000e+000
1.441041279626e-001	5.000000000000e+000
1.441065983643e-001	5.000000000000e+000
1.441115391678e-001	5.000000000000e+000
1.441214207748e-001	5.000000000000e+000
1.441411839888e-001	5.000000000000e+000
1.441807104168e-001	5.000000000000e+000
1.442597632728e-001	5.000000000000e+000
1.444178689847e-001	5.000000000000e+000
1.447340804086e-001	5.000000000000e+000
1.453665032565e-001	5.000000000000e+000
1.465272751612e-001	5.000000000000e+000
1.465297751612e-001	4.750000000003e+000
1.465347751612e-001	4.250000000002e+000
1.465374767602e-001	3.979840108658e+000
1.465401017602e-001	3.717340108655e+000
1.465453517602e-001	3.192340108648e+000
1.465522751612e-001	2.500000000002e+000
1.465526845670e-001	2.459059427378e+000
1.465535033784e-001	2.377178282131e+000
1.465551410013e-001	2.213415991633e+000
1.465572388596e-001	2.003630164182e+000
1.465593181149e-001	1.795704634433e+000
1.465618444885e-001	1.543067278905e+000
1.465642772195e-001	1.299794175926e+000
1.465668677677e-001	1.040739350918e+000
1.465687914400e-001	8.483721249698e-001
1.465705682908e-001	6.706870425223e-001
1.465716344952e-001	5.640666021845e-001
1.465723711653e-001	4.903995956563e-001
1.465730745007e-001	4.200660565552e-001
1.465739383619e-001	3.336799331589e-001
1.465747404117e-001	2.534749497652e-001
1.465756794410e-001	1.595720240495e-001
1.465767730661e-001	5.020950977440e-002
1.465772751612e-001	2.316126890972e-012
1.465772791302e-001	0.000000000000e+000
1.465772870681e-001	0.000000000000e+000
1.465772949870e-001	0.000000000000e+000
1.465773055524e-001	0.000000000000e+000
1.465773173016e-001	0.000000000000e+000
1.465773352488e-001	0.000000000000e+000
1.465773711433e-001	0.000000000000e+000
1.465774047170e-001	0.000000000000e+000
1.465774672111e-001	0.000000000000e+000
1.465775248986e-001	0.000000000000e+000
1.465776312839e-001	0.000000000000e+000
1.465777484402e-001	0.000000000000e+000
1.465779827528e-001	0.000000000000e+000
1.465783610238e-001	0.000000000000e+000
1.465791175657e-001	0.000000000000e+000
1.465806306495e-001	0.000000000000e+000
1.465836568171e-001	0.000000000000e+000
1.465897091523e-001	0.000000000000e+000
1.466018138227e-001	0.000000000000e+000
1.466260231636e-001	0.000000000000e+000
1.466744418453e-001	0.000000000000e+000
1.467712792088e-001	0.000000000000e+000
1.469649539356e-001	0.000000000000e+000
1.473523033894e-001	0.000000000000e+000
1.481270022969e-001	0.000000000000e+000
1.490772751612e-001	0.000000000000e+000
1.490797751612e-001	0.000000000000e+000
1.490847751612e-001	0.000000000000e+000
1.490894894914e-001	0.000000000000e+000
1.490928361841e-001	0.000000000000e+000
1.490959461839e-001	0.000000000000e+000
1.491001840111e-001	0.000000000000e+000
1.491022751612e-001	0.000000000000e+000
1.491024321912e-001	0.000000000000e+000
1.491027462511e-001	0.000000000000e+000
1.491033743708e-001	0.000000000000e+000
1.491046306104e-001	0.000000000000e+000
1.491060815225e-001	0.000000000000e+000
1.491089833468e-001	0.000000000000e+000
1.491147869954e-001	0.000000000000e+000
1.491263942926e-001	0.000000000000e+000
1.491496088869e-001	0.000000000000e+000
1.491960380756e-001	0.000000000000e+000
1.492888964529e-001	0.000000000000e+000
1.494746132076e-001	0.000000000000e+000
1.498460467170e-001	0.000000000000e+000
1.505889137358e-001	0.000000000000e+000
1.515522751612e-001	0.000000000000e+000
1.515547751612e-001	0.000000000000e+000
1.515597751612e-001	0.000000000000e+000
1.515627557819e-001	0.000000000000e+000
1.515657697313e-001	0.000000000000e+000
1.515682739417e-001	0.000000000000e+000
1.515697227080e-001	0.000000000000e+000
1.515706102587e-001	0.000000000000e+000
1.515714625261e-001	0.000000000000e+000
1.515717236078e-001	0.000000000000e+000
1.515718298233e-001	0.000000000000e+000
1.515719096747e-001	0.000000000000e+000
1.515719705194e-001	0.000000000000e+000
1.515720338044e-001	0.000000000000e+000
1.515720953602e-001	0.000000000000e+000
1.515721969627e-001	0.000000000000e+000
1.515723198056e-001	0.000000000000e+000
1.515725030188e-001	0.000000000000e+000
1.515728089433e-001	0.000000000000e+000
1.515733407459e-001	0.000000000000e+000
1.515744043511e-001	0.000000000000e+000
1.515765315615e-001	0.000000000000e+000
1.515772751612e-001	0.000000000000e+000
1.515772841421e-001	8.980819893312e-004
1.515773021037e-001	2.694245970769e-003
1.515773136282e-001	3.846699475618e-003
1.515773309586e-001	5.579735115613e-003
1.515773490391e-001	7.387788170110e-003
1.515773720136e-001	9.685234672596e-003
1.515774050464e-001	1.298851137199e-002
1.515774491423e-001	1.739810966406e-002
1.515775159164e-001	2.407551242811e-002
1.515776157508e-001	3.405895743491e-002
1.515777644625e-001	4.893012382490e-002
1.515779931358e-001	7.179745963315e-002
1.515783839359e-001	1.108774641406e-001
1.515791271098e-001	1.851948539355e-001
1.515806134576e-001	3.338296335254e-001
1.515835861532e-001	6.310991927022e-001
1.515879804571e-001	1.070529586394e+000
1.515928058125e-001	1.553065128487e+000
1.515971527433e-001	1.987758208805e+000
1.516008622987e-001	2.358713750875e+000
1.516046764980e-001	2.740133677234e+000
1.516095946606e-001	3.231949940724e+000
1.516151398947e-001	3.786473341960e+000
1.516228663950e-001	4.559123380807e+000
1.516272751612e-001	4.999999999999e+000
1.516276367624e-001	5.000000000000e+000
1.516283599647e-001	5.000000000000e+000
1.516298063693e-001	5.000000000000e+000
1.516326991785e-001	5.000000000000e+000
1.516384847969e-001	5.000000000000e+000
1.516500560337e-001	5.000000000000e+000
1.516731985072e-001	5.000000000000e+000
1.517194834543e-001	5.000000000000e+000
1.518120533486e-001	5.000000000000e+000
1.519971931371e-001	5.000000000000e+000
1.523674727141e-001	5.000000000000e+000
1.531080318682e-001	5.000000000000e+000
1.540772751612e-001	5.000000000000e+000
1.540797751612e-001	5.000000000000e+000
1.540847751612e-001	5.000000000000e+000
1.540947751612e-001	5.000000000000e+000
1.541022751612e-001	5.000000000000e+000
1.541028927617e-001	5.000000000000e+000
1.541041279626e-001	5.000000000000e+000
1.541065983643e-001	5.000000000000e+000
1.541115391678e-001	5.000000000000e+000
1.541214207748e-001	5.000000000000e+000
1.541411839888e-001	5.000000000000e+000
1.541807104168e-001	5.000000000000e+000
1.542597632728e-001	5.000000000000e+000
1.544178689847e-001	5.000000000000e+000
1.547340804086e-001	5.000000000000e+000
1.551233085039e-001	5.000000000000e+000
1.562840804086e-001	5.000000000000e+000
1.562865804086e-001	4.750000000000e+000
1.562915804086e-001	4.250000000000e+000
1.562942820076e-001	3.979840108656e+000
1.562969070076e-001	3.717340108652e+000
1.563021570076e-001	3.192340108645e+000
1.563090804086e-001	2.499999999999e+000
1.563094898144e-001	2.459059427376e+000
1.563103086258e-001	2.377178282125e+000
1.563119462487e-001	2.213415991628e+000
1.563140441070e-001	2.003630164165e+000
1.563161233623e-001	1.795704634405e+000
1.563186497359e-001	1.543067278880e+000
1.563210824669e-001	1.299794175901e+000
1.563236730151e-001	1.040739350882e+000
1.563255966874e-001	8.483721249365e-001
1.563273735382e-001	6.706870424917e-001
1.563284397426e-001	5.640666021540e-001
1.563291764127e-001	4.903995956424e-001
1.563298797481e-001	4.200660565580e-001
1.563307436093e-001	3.336799331867e-001
1.563315456591e-001	2.534749498207e-001
1.563324846884e-001	1.595720241411e-001
1.563335783135e-001	5.020950991040e-002
1.563340804086e-001	0.000000000000e+000
1.563340843776e-001	0.000000000000e+000
1.563340923155e-001	0.000000000000e+000
1.563341002344e-001	0.000000000000e+000
1.563341107998e-001	0.000000000000e+000
1.563341225490e-001	0.000000000000e+000
1.563341404962e-001	0.000000000000e+000
1.563341763908e-001	0.000000000000e+000
1.563342099644e-001	0.000000000000e+000
1.563342724585e-001	0.000000000000e+000
1.563343301460e-001	0.000000000000e+000
1.563344365313e-001	0.000000000000e+000
1.563345536876e-001	0.000000000000e+000
1.563347880002e-001	0.000000000000e+000
1.563351662712e-001	0.000000000000e+000
1.563359228131e-001	0.000000000000e+000
1.563374358969e-001	0.000000000000e+000
1.563404620644e-001	0.000000000000e+000
1.563465143996e-001	0.000000000000e+000
1.563586190699e-001	0.000000000000e+000
1.563828284105e-001	0.000000000000e+000
1.564312470917e-001	0.000000000000e+000
1.565280844542e-001	0.000000000000e+000
1.567217591790e-001	0.000000000000e+000
1.571091086288e-001	0.000000000000e+000
1.578838075282e-001	0.000000000000e+000
1.588340804086e-001	0.000000000000e+000
1.588365804086e-001	0.000000000000e+000
1.588415804086e-001	0.000000000000e+000
1.588462947388e-001	0.000000000000e+000
1.588496414315e-001	0.000000000000e+000
1.588527514313e-001	0.000000000000e+000
1.588569892585e-001	0.000000000000e+000
1.588590804086e-001	0.000000000000e+000
1.588592374386e-001	0.000000000000e+000
1.588595514985e-001	0.000000000000e+000
1.588601796182e-001	0.000000000000e+000
1.588614358578e-001	0.000000000000e+000
1.588628867699e-001	0.000000000000e+000
1.588657885942e-001	0.000000000000e+000
1.588715922428e-001	0.000000000000e+000
1.588831995400e-001	0.000000000000e+000
1.589064141343e-001	0.000000000000e+000
1.589528433230e-001	0.000000000000e+000
1.590457017003e-001	0.000000000000e+000
1.592314184550e-001	0.000000000000e+000
1.596028519644e-001	0.000000000000e+000
1.603457189833e-001	0.000000000000e+000
1.613090804086e-001	0.000000000000e+000
1.613115804086e-001	0.000000000000e+000
1.613165804086e-001	0.000000000000e+000
1.613195610293e-001	0.000000000000e+000
1.613225749787e-001	0.000000000000e+000
1.613250791891e-001	0.000000000000e+000
1.613265279555e-001	0.000000000000e+000
1.613274155061e-001	0.000000000000e+000
1.613282677735e-001	0.000000000000e+000
1.613285288552e-001	0.000000000000e+000
1.613286350707e-001	0.000000000000e+000
1.613287149221e-001	0.000000000000e+000
1.613287757668e-001	0.000000000000e+000
1.613288390518e-001	0.000000000000e+000
1.613289006076e-001	0.000000000000e+000
1.613290022101e-001	0.000000000000e+000
1.613291250530e-001	0.000000000000e+000
1.613293082663e-001	0.000000000000e+000
1.613296141907e-001	0.000000000000e+000
1.613301459933e-001	0.000000000000e+000
1.613312095985e-001	0.000000000000e+000
1.613333368089e-001	0.000000000000e+000
1.613340804086e-001	0.000000000000e+000
